0.000	 11.385	 11.385
9150.38	 12.210	 12.210
21581.09	 12.144	 12.144
26164.13	 12.474	 12.474
33227.03	 12.210	 12.210
42502.98	 12.870	 12.870
52312.57	 13.860	 13.860
54274.48	 13.860	 13.860
65402.48	 12.375	 12.375
78476.70	 11.550	 11.550
85021.65	 11.550	 11.550
91550.91	 11.880	 11.880
98095.87	 12.375	 12.375
104640.83	 11.979	 11.979
111170.09	 10.890	 10.890
